2021-09-16 18:25:57,357 INFO  Logger.cs: 70 - 
2021-09-16 19:02:48,028 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in turtletan_car_assem
2021-09-16 19:02:48,029 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-09-16 19:02:48,030 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2021-09-16 19:02:48,030 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_car-6
2021-09-16 19:02:48,031 INFO  ExportHelperExtension.cs: 1136 - Found 42 in base_car-6
2021-09-16 19:02:48,032 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in base_car-6
2021-09-16 19:02:48,033 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel_car-6
2021-09-16 19:02:48,034 INFO  ExportHelperExtension.cs: 1136 - Found 32 in wheel_car-6
2021-09-16 19:02:48,035 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel_car-6
2021-09-16 19:02:48,039 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel_car-5
2021-09-16 19:02:48,040 INFO  ExportHelperExtension.cs: 1136 - Found 32 in wheel_car-5
2021-09-16 19:02:48,042 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel_car-5
2021-09-16 19:02:48,042 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from turtletan_car_assem
2021-09-16 19:02:48,044 INFO  ExportHelperExtension.cs: 1136 - Found 42 in turtletan_car_assem
2021-09-16 19:02:48,045 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in turtletan_car_assem
2021-09-16 19:02:48,046 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-09-16 19:02:48,048 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2021-09-16 19:02:48,049 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_car-6
2021-09-16 19:02:48,105 INFO  ExportHelperExtension.cs: 1136 - Found 42 in base_car-6
2021-09-16 19:02:48,108 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_car-6
2021-09-16 19:02:48,109 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel_car-6
2021-09-16 19:02:48,110 INFO  ExportHelperExtension.cs: 1136 - Found 32 in wheel_car-6
2021-09-16 19:02:48,111 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel_car-6
2021-09-16 19:02:48,112 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel_car-5
2021-09-16 19:02:48,113 INFO  ExportHelperExtension.cs: 1136 - Found 32 in wheel_car-5
2021-09-16 19:02:48,114 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel_car-5
2021-09-16 19:02:48,403 INFO  SwAddin.cs: 339 - Loading config tree
2021-09-16 19:02:48,405 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
